Transaction_ID,Date,Customer_ID,Product_ID,Quantity,Unit_Price,Total_Cost,Discount_Rate,Sales_Channel,Order_Priority,Warehouse_Code,Ship_Mode,Delivery_Status,Customer_Satisfaction,Item_Returned,Return_Reason,Payment_Type,Taxable,Region,Country,Customer_Name,Customer_Phone,Customer_Email,Customer_Address,Product_List_Title
916,04:51.9,1005,508,1,348.5331485,1829.880079,,Direct,Medium,WH-1,Overnight,Backorder,Satisfied,FALSE,Late,Wire Transfer,FALSE,South,Canada,Customer 916,-2868,customer.916.33@example.com,"657 Main St, Phoenix, USA",Product 19
701,37:17.8,1002,515,6,275.0434519,7684.411019,0.05,Partner,Low,WH-1,Express,Backorder,Unsatisfied,TRUE,Wrong Item,Wire Transfer,FALSE,South,USA,Customer 701,-4619,customer.701.52@sample.com,"337 Third St, New York, USA",Product 92
88,17:50.3,1052,514,1,199.9479147,,0.15,Partner,Medium,WH-3,2-Day,Cancelled,Neutral,FALSE,Late,Credit Card,TRUE,East,USA,Customer 88,-7766,customer.88.83@sample.com,"495 Park Ave, Chicago, USA",Product 52
937,42:09.7,1073,506,4,249.36286,6140.916003,,Online,Low,WH-1,Express,Cancelled,Satisfied,FALSE,Wrong Item,Cash,FALSE,West,Mexico,Customer 937,-3645,customer.937.86@sample.com,"387 Main St, Phoenix, USA",Product 73
364,35:40.5,1097,521,9,36.7708658,5098.195439,,Online,Critical,WH-1,Regular,Backorder,Neutral,TRUE,Not Specified,PayPal,FALSE,South,Canada,Customer 364,-9845,customer.364.83@example.com,"38 Second St, Houston, USA",Product 50
885,11:21.1,1059,544,5,,2750.777942,0.1,Online,Low,WH-2,Regular,Cancelled,Neutral,TRUE,Late,PayPal,FALSE,West,USA,Customer 885,-3097,customer.885.69@example.com,"69 Third St, Phoenix, USA",Product 72
462,17:50.3,1011,530,4,316.1883088,1962.049095,0.15,Reseller,High,WH-2,Express,Pending,Satisfied,FALSE,Late,Wire Transfer,FALSE,North,USA,Customer 462,-6632,customer.462.3@demo.com,"975 Second St, New York, USA",Product 18
301,17:50.3,1040,547,2,460.0289518,5018.163822,0.15,Partner,Medium,WH-3,2-Day,Backorder,Satisfied,FALSE,Damaged,Cash,TRUE,South,Canada,Customer 301,-3726,customer.301.25@sample.com,"795 Second St, Chicago, USA",Product 78
886,58:22.7,1037,502,7,316.0608836,1421.173874,,Online,Medium,WH-3,Regular,Cancelled,Satisfied,TRUE,,Wire Transfer,FALSE,West,Canada,Customer 886,-3205,customer.886.11@sample.com,"758 Fourth St, Chicago, USA",Product 11
528,14:35.7,1061,531,4,341.2528811,8545.428632,0.2,Partner,High,WH-1,Express,Cancelled,Satisfied,TRUE,Late,Cash,FALSE,West,Mexico,Customer 528,-9498,customer.528.24@example.com,"995 Park Ave, Phoenix, USA",Product 78
569,58:22.7,1083,526,8,322.467241,5857.235884,0.1,Direct,Low,WH-1,Regular,Cancelled,Unsatisfied,TRUE,Not Specified,Cash,TRUE,West,USA,Customer 569,-4363,customer.569.27@demo.com,"564 Main St, Phoenix, USA",Product 37
787,06:29.2,1016,560,4,78.75901391,1318.255321,0.2,Online,High,WH-2,Regular,Backorder,Unsatisfied,TRUE,Wrong Item,PayPal,FALSE,South,USA,Customer 787,-8272,customer.787.40@demo.com,"524 Fourth St, Los Angeles, USA",Product 25
762,21:04.9,1047,554,2,167.3694548,6072.927224,0.15,Online,Medium,WH-1,Express,Cancelled,Unsatisfied,TRUE,Damaged,PayPal,TRUE,South,Mexico,Customer 762,-7255,customer.762.21@demo.com,"451 Main St, Los Angeles, USA",Product 92
120,50:16.2,1008,515,2,441.2768016,5262.118624,0.15,Partner,Low,WH-2,2-Day,Cancelled,Unsatisfied,TRUE,,Wire Transfer,FALSE,North,Mexico,Customer 120,-6851,customer.120.92@example.com,"796 Third St, New York, USA",Product 49
614,06:29.2,1023,506,6,328.167939,622.525963,,Direct,High,WH-3,2-Day,Pending,Unsatisfied,FALSE,,Wire Transfer,TRUE,North,Canada,Customer 614,-5303,customer.614.58@sample.com,"542 Third St, Chicago, USA",Product 20
938,30:48.6,1068,522,6,206.9247279,5968.137572,0.15,Direct,Low,WH-1,Regular,Cancelled,Neutral,TRUE,Not Specified,Credit Card,FALSE,South,Mexico,Customer 938,-10674,customer.938.79@sample.com,"358 Third St, Houston, USA",Product 20
460,21:04.9,1041,510,5,400.3738846,8151.607128,0.05,Partner,High,WH-3,Regular,Delivered,Neutral,FALSE,Damaged,Cash,TRUE,West,Mexico,Customer 460,-10914,customer.460.60@demo.com,"930 Main St, Phoenix, USA",Product 74
217,53:30.8,1083,521,6,356.7834616,,0.15,Direct,Low,WH-3,Overnight,Cancelled,Unsatisfied,TRUE,,Credit Card,FALSE,East,USA,Customer 217,-6716,customer.217.51@demo.com,"723 Park Ave, Phoenix, USA",Product 78
10,09:43.8,1063,538,9,64.38906841,1802.910637,0.05,Online,High,WH-3,Regular,Backorder,Unsatisfied,TRUE,Not Specified,Wire Transfer,FALSE,South,Mexico,Customer 10,-8819,customer.10.74@demo.com,"443 Fourth St, Phoenix, USA",Product 23
51,55:08.1,1095,535,5,280.725474,5893.40952,,Partner,Low,WH-1,Express,Cancelled,Satisfied,FALSE,Not Specified,Credit Card,TRUE,South,Canada,Customer 51,-2392,customer.51.59@example.com,"440 Main St, Phoenix, USA",Product 59
688,53:30.8,1098,521,7,118.9570393,2304.393296,,Partner,Critical,WH-2,2-Day,Delivered,Unsatisfied,TRUE,Late,PayPal,TRUE,North,Canada,Customer 688,-5522,customer.688.28@demo.com,"233 Second St, Chicago, USA",Product 11
243,38:55.1,1055,532,3,428.3546116,8109.316654,0.05,Reseller,Critical,WH-3,Regular,Delivered,Neutral,FALSE,Damaged,Credit Card,FALSE,South,USA,Customer 243,-10211,customer.243.94@sample.com,"849 Third St, Los Angeles, USA",Product 18
961,56:45.4,1079,557,1,498.646571,3237.752997,0.2,Online,Low,WH-2,Regular,Cancelled,Satisfied,TRUE,,Credit Card,FALSE,East,Mexico,Customer 961,-6583,customer.961.33@sample.com,"973 Fourth St, Los Angeles, USA",Product 47
265,50:16.2,1075,552,3,381.0820015,4596.721763,0.05,Direct,Critical,WH-3,2-Day,Cancelled,Satisfied,TRUE,,PayPal,FALSE,West,Canada,Customer 265,-8790,customer.265.28@demo.com,"351 Second St, Houston, USA",Product 72
525,14:35.7,1086,529,9,17.40423527,1696.574366,0.05,Reseller,Critical,WH-2,Express,Delivered,Unsatisfied,TRUE,Wrong Item,Credit Card,TRUE,West,USA,Customer 525,-2866,customer.525.44@demo.com,"371 Park Ave, Los Angeles, USA",Product 81
967,32:25.9,1018,523,5,425.220086,6055.864207,0.15,Partner,Low,WH-3,Overnight,Delivered,Neutral,TRUE,Late,Credit Card,FALSE,North,Canada,Customer 967,-5340,customer.967.96@sample.com,"716 Third St, Chicago, USA",Product 52
245,09:43.8,1003,516,4,480.707218,5980.145121,0.1,Direct,Critical,WH-1,Express,Pending,Neutral,TRUE,Late,Credit Card,FALSE,East,USA,Customer 245,-6774,customer.245.88@sample.com,"880 Third St, Los Angeles, USA",Product 41
346,09:43.8,1026,537,4,210.6119152,6536.43639,0.2,Partner,Critical,WH-2,Overnight,Delivered,Satisfied,FALSE,Damaged,Wire Transfer,FALSE,South,USA,Customer 346,-8848,customer.346.24@example.com,"4 Fourth St, Phoenix, USA",Product 39
390,42:09.7,1057,506,6,333.8969846,2221.241151,,Online,Low,WH-2,2-Day,Delivered,Unsatisfied,FALSE,Wrong Item,Wire Transfer,TRUE,South,USA,Customer 390,-9827,customer.390.49@sample.com,"839 Third St, Houston, USA",Product 41
133,50:16.2,1051,527,8,446.2053513,6279.03525,0.2,Reseller,High,WH-1,Overnight,Pending,Unsatisfied,TRUE,Damaged,Cash,TRUE,West,USA,Customer 133,-3793,customer.133.4@example.com,"144 Second St, Los Angeles, USA",Product 1
159,51:53.5,1056,549,5,265.4350634,6308.904307,,Direct,Medium,WH-3,Overnight,Delivered,Unsatisfied,TRUE,Not Specified,Cash,FALSE,North,Mexico,Customer 159,-9289,customer.159.18@demo.com,"50 Third St, New York, USA",Product 27
378,11:21.1,1051,551,6,158.4361438,8151.585409,0.15,Reseller,Low,WH-2,2-Day,Delivered,Satisfied,FALSE,Wrong Item,PayPal,TRUE,South,USA,Customer 378,-6738,customer.378.54@sample.com,"666 Park Ave, Houston, USA",Product 47
458,12:58.4,1078,510,8,436.9928768,2032.989905,0.15,Partner,Low,WH-2,Overnight,Cancelled,Neutral,FALSE,Not Specified,PayPal,TRUE,West,USA,Customer 458,-7159,customer.458.57@sample.com,"906 Second St, New York, USA",Product 1
653,56:45.4,1009,510,3,183.6682249,6382.140986,,Online,Critical,WH-3,Regular,Backorder,Neutral,TRUE,Late,Cash,TRUE,West,USA,Customer 653,-10963,customer.653.25@demo.com,"894 Park Ave, Los Angeles, USA",Product 59
831,03:14.6,1025,539,5,139.6711632,985.9269534,0.05,Direct,Medium,WH-1,Regular,Backorder,Satisfied,FALSE,Late,Cash,FALSE,North,Canada,Customer 831,-4810,customer.831.50@sample.com,"599 Second St, New York, USA",Product 62
626,17:50.3,1020,507,3,61.64267687,1402.170115,0.1,Partner,Critical,WH-1,Overnight,Cancelled,Satisfied,FALSE,Wrong Item,Wire Transfer,FALSE,South,Mexico,Customer 626,-2747,customer.626.19@demo.com,"522 Second St, Chicago, USA",Product 98
431,32:25.9,1038,502,2,395.2407696,3114.77222,0.05,Reseller,Low,WH-1,Express,Cancelled,Satisfied,FALSE,Damaged,Credit Card,TRUE,North,USA,Customer 431,-4608,customer.431.48@sample.com,"420 Main St, Houston, USA",Product 21
923,50:16.2,1099,528,6,97.88444504,6916.832431,0.15,Direct,Critical,WH-3,2-Day,Pending,Neutral,FALSE,Not Specified,PayPal,TRUE,South,Canada,Customer 923,-4822,customer.923.16@example.com,"256 Third St, New York, USA",Product 35
315,40:32.4,1095,542,7,118.2178637,3869.328947,0.05,Partner,Critical,WH-3,2-Day,Delivered,Satisfied,TRUE,Not Specified,Credit Card,FALSE,East,Canada,Customer 315,-2556,customer.315.81@sample.com,"961 Main St, Houston, USA",Product 73
526,53:30.8,1092,557,3,482.857531,9801.939773,,Reseller,Critical,WH-2,Overnight,Delivered,Satisfied,FALSE,Wrong Item,Cash,FALSE,West,USA,Customer 526,-3440,customer.526.48@sample.com,"378 Park Ave, Chicago, USA",Product 67
667,58:22.7,1070,526,1,225.2131946,1317.305492,0.2,Partner,Medium,WH-2,2-Day,Pending,Neutral,TRUE,Late,Cash,FALSE,East,Canada,Customer 667,-4215,customer.667.55@sample.com,"738 Third St, Phoenix, USA",Product 3
311,21:04.9,1024,526,3,103.8805434,6321.560438,,Reseller,High,WH-3,Express,Backorder,Unsatisfied,FALSE,Not Specified,Cash,FALSE,South,Mexico,Customer 311,-6597,customer.311.1@example.com,"691 Fourth St, Phoenix, USA",Product 86
627,01:37.3,1011,525,4,384.5759568,3491.725224,,Direct,Medium,WH-1,Overnight,Cancelled,Satisfied,FALSE,Wrong Item,Cash,FALSE,North,Canada,Customer 627,-6679,customer.627.71@sample.com,"370 Fourth St, Chicago, USA",Product 70
908,56:45.4,1054,530,9,36.14051852,7443.268285,,Online,Medium,WH-1,Express,Pending,Neutral,TRUE,Wrong Item,Credit Card,FALSE,South,Mexico,Customer 908,-10707,customer.908.1@demo.com,"302 Main St, Houston, USA",Product 50
553,58:22.7,1047,538,4,102.3848968,3653.729295,0.1,Partner,High,WH-3,2-Day,Delivered,Neutral,TRUE,Wrong Item,PayPal,TRUE,West,USA,Customer 553,-9485,customer.553.92@sample.com,"108 Park Ave, New York, USA",Product 73
